Column1,Column2,Column3
POINT (135.48506 34.673631 0.0),ëÂç„ésóßñxç]íÜäwçZ,286.0 m from êºí∑ñx
POINT (135.489689 34.67049 0.0),ëÂç„ésóßñxç]íÜäwçZ,633.5 m from êºí∑ñx
POINT (135.490266 34.668305 0.0),ç˜êÏ,
"POLYGON ((135.490266 34.6755, 135.488704 34.675384, 135.487192 34.675041, 135.485779 34.674481, 135.48451 34.673723, 135.483426 34.672791, 135.482563 34.671714, 135.481946 34.670528, 135.481597 34.66927, 135.481527 34.667982, 135.481738 34.666704, 135.482223 34.665477, 135.482966 34.664341, 135.483944 34.663333, 135.485125 34.662484, 135.486471 34.661823, 135.487939 34.66137, 135.489482 34.661139, 135.49105 34.661139, 135.492593 34.66137, 135.494061 34.661823, 135.495407 34.662484, 135.496588 34.663333, 135.497566 34.664341, 135.498309 34.665477, 135.498794 34.666704, 135.499005 34.667982, 135.498935 34.66927, 135.498586 34.670528, 135.497969 34.671714, 135.497106 34.672791, 135.496022 34.673723, 135.494753 34.674481, 135.49334 34.675041, 135.491828 34.675384, 135.490266 34.6755))",ç˜êÏ 800m radius,
POINT (135.489689 34.67049 0.0),ëÂç„ésóßñxç]íÜäwçZ,248.6 m from ç˜êÏ
POINT (135.491214 34.662119 0.0),ëÂç„ésóßìÔîgíÜäwçZ,693.2 m from ç˜êÏ
POINT (135.48506 34.673631 0.0),ëÂç„ésóßñxç]íÜäwçZ,759.9 m from ç˜êÏ
POINT (135.506149 34.666718 0.0),ì˙ñ{ã¥,
"POLYGON ((135.506149 34.673913, 135.504587 34.673797, 135.503075 34.673454, 135.501662 34.672894, 135.500393 34.672136, 135.49931 34.671204, 135.498446 34.670127, 135.497829 34.668941, 135.497481 34.667683, 135.49741 34.666395, 135.497621 34.665117, 135.498106 34.66389, 135.498849 34.662754, 135.499827 34.661746, 135.501008 34.660897, 135.502354 34.660236, 135.503822 34.659783, 135.505365 34.659552, 135.506933 34.659552, 135.508476 34.659783, 135.509944 34.660236, 135.51129 34.660897, 135.512471 34.661746, 135.513449 34.662754, 135.514192 34.66389, 135.514677 34.665117, 135.514888 34.666395, 135.514817 34.667683, 135.514469 34.668941, 135.513852 34.670127, 135.512988 34.671204, 135.511905 34.672136, 135.510636 34.672894, 135.509223 34.673454, 135.507711 34.673797, 135.506149 34.673913))",ì˙ñ{ã¥ 800m radius,
POINT (135.53021 34.665404 0.0),íﬂã¥,
"POLYGON ((135.53021 34.672599, 135.528648 34.672483, 135.527136 34.67214, 135.525723 34.67158, 135.524454 34.670822, 135.523371 34.66989, 135.522507 34.668813, 135.521891 34.667627, 135.521542 34.666369, 135.521472 34.665081, 135.521682 34.663803, 135.522167 34.662576, 135.52291 34.66144, 135.523888 34.660432, 135.525069 34.659583, 135.526415 34.658922, 135.527883 34.658469, 135.529426 34.658238, 135.530994 34.658238, 135.532537 34.658469, 135.534005 34.658922, 135.535351 34.659583, 135.536532 34.660432, 135.53751 34.66144, 135.538253 34.662576, 135.538738 34.663803, 135.538948 34.665081, 135.538878 34.666369, 135.538529 34.667627, 135.537913 34.668813, 135.537049 34.66989, 135.535966 34.670822, 135.534697 34.67158, 135.533284 34.67214, 135.531772 34.672483, 135.53021 34.672599))",íﬂã¥ 800m radius,
POINT (135.524871 34.670146 0.0),ëÂç„ï{óßçÇí√çÇìôäwçZ,718.6 m from íﬂã¥
POINT (135.549762 34.664761 0.0),ç°ó¢,
"POLYGON ((135.549762 34.671956, 135.5482 34.67184, 135.546688 34.671497, 135.545275 34.670937, 135.544006 34.670179, 135.542923 34.669247, 135.542059 34.66817, 135.541443 34.666984, 135.541094 34.665726, 135.541024 34.664438, 135.541234 34.66316, 135.541719 34.661933, 135.542462 34.660797, 135.54344 34.659789, 135.544621 34.65894, 135.545967 34.658279, 135.547435 34.657826, 135.548978 34.657595, 135.550546 34.657595, 135.552089 34.657826, 135.553557 34.658279, 135.554903 34.65894, 135.556084 34.659789, 135.557062 34.660797, 135.557805 34.661933, 135.55829 34.66316, 135.5585 34.664438, 135.55843 34.665726, 135.558081 34.666984, 135.557465 34.66817, 135.556601 34.669247, 135.555518 34.670179, 135.554249 34.670937, 135.552836 34.671497, 135.551324 34.67184, 135.549762 34.671956))",ç°ó¢ 800m radius,
POINT (135.550734 34.660635 0.0),ëÂç„ésóßìåê∂ñÏíÜäwçZ,467.3 m from ç°ó¢
POINT (135.554297 34.668185 0.0),êVê[ç],
"POLYGON ((135.554297 34.67538, 135.552735 34.675264, 135.551223 34.674921, 135.54981 34.674361, 135.548541 34.673603, 135.547457 34.672671, 135.546594 34.671594, 135.545977 34.670408, 135.545628 34.66915, 135.545558 34.667862, 135.545769 34.666584, 135.546254 34.665357, 135.546997 34.664221, 135.547975 34.663213, 135.549156 34.662364, 135.550502 34.661703, 135.55197 34.66125, 135.553513 34.661019, 135.555081 34.661019, 135.556624 34.66125, 135.558092 34.661703, 135.559438 34.662364, 135.560619 34.663213, 135.561597 34.664221, 135.56234 34.665357, 135.562825 34.666584, 135.563036 34.667862, 135.562966 34.66915, 135.562617 34.670408, 135.562 34.671594, 135.561137 34.672671, 135.560053 34.673603, 135.558784 34.674361, 135.557371 34.674921, 135.555859 34.675264, 135.554297 34.67538))",êVê[ç] 800m radius,
POINT (135.553345 34.674348 0.0),ésóßëäê∂íÜäwçZ,690.8 m from êVê[ç]
POINT (135.556281 34.661431 0.0),è¨òH,
"POLYGON ((135.556281 34.668626, 135.554719 34.66851, 135.553207 34.668167, 135.551794 34.667607, 135.550526 34.666849, 135.549442 34.665917, 135.548578 34.66484, 135.547962 34.663654, 135.547613 34.662396, 135.547543 34.661108, 135.547754 34.65983, 135.548238 34.658603, 135.548981 34.657467, 135.549959 34.656459, 135.55114 34.65561, 135.552486 34.654949, 135.553954 34.654496, 135.555497 34.654265, 135.557065 34.654265, 135.558608 34.654496, 135.560076 34.654949, 135.561422 34.65561, 135.562603 34.656459, 135.563581 34.657467, 135.564324 34.658603, 135.564808 34.65983, 135.565019 34.661108, 135.564949 34.662396, 135.5646 34.663654, 135.563984 34.66484, 135.56312 34.665917, 135.562036 34.666849, 135.560768 34.667607, 135.559355 34.668167, 135.557843 34.66851, 135.556281 34.668626))",è¨òH 800m radius,
POINT (135.556256 34.657651 0.0),ä÷êºïüéÉëÂäwã‡åıì°à¸çÇìôäwçZ,420.3 m from è¨òH
POINT (135.550734 34.660635 0.0),ëÂç„ésóßìåê∂ñÏíÜäwçZ,515.0 m from è¨òH
POINT (135.557296 34.656796 0.0),ä÷êºïüéÉëÂäwã‡åıì°à¸çÇìôäwçZÉXÉ|Å[ÉcÉGÉäÉA,523.7 m from è¨òH
POINT (135.555039 34.653504 0.0),ñkíF,
"POLYGON ((135.555039 34.660699, 135.553477 34.660583, 135.551966 34.66024, 135.550553 34.65968, 135.549284 34.658922, 135.548201 34.65799, 135.547337 34.656913, 135.546721 34.655727, 135.546372 34.654469, 135.546302 34.653181, 135.546512 34.651903, 135.546997 34.650676, 135.54774 34.64954, 135.548718 34.648532, 135.549899 34.647683, 135.551245 34.647022, 135.552712 34.646569, 135.554255 34.646338, 135.555823 34.646338, 135.557366 34.646569, 135.558833 34.647022, 135.560179 34.647683, 135.56136 34.648532, 135.562338 34.64954, 135.563081 34.650676, 135.563566 34.651903, 135.563776 34.653181, 135.563706 34.654469, 135.563357 34.655727, 135.562741 34.656913, 135.561877 34.65799, 135.560794 34.658922, 135.559525 34.65968, 135.558112 34.66024, 135.556601 34.660583, 135.555039 34.660699))",ñkíF 800m radius,
POINT (135.557952 34.652158 0.0),ésóßêVê∂ñÏíÜäwçZ,305.6 m from ñkíF
POINT (135.557296 34.656796 0.0),ä÷êºïüéÉëÂäwã‡åıì°à¸çÇìôäwçZÉXÉ|Å[ÉcÉGÉäÉA,420.3 m from ñkíF
POINT (135.556256 34.657651 0.0),ä÷êºïüéÉëÂäwã‡åıì°à¸çÇìôäwçZ,474.4 m from ñkíF
POINT (135.55956 34.650523 0.0),ï{óßëÂç„ÇÌÇ©ÇŒçÇìôäwçZ,530.0 m from ñkíF
POINT (135.553116 34.646828 0.0),ésóßíFíÜäwçZ,762.9 m from ñkíF
POINT (135.55311 34.642498 0.0),ìÏíF,
"POLYGON ((135.55311 34.649693, 135.551548 34.649577, 135.550037 34.649234, 135.548624 34.648674, 135.547356 34.647916, 135.546273 34.646984, 135.545409 34.645907, 135.544793 34.644721, 135.544444 34.643463, 135.544374 34.642175, 135.544585 34.640897, 135.545069 34.63967, 135.545812 34.638534, 135.54679 34.637526, 135.54797 34.636677, 135.549316 34.636016, 135.550784 34.635563, 135.552326 34.635332, 135.553894 34.635332, 135.555436 34.635563, 135.556904 34.636016, 135.55825 34.636677, 135.55943 34.637526, 135.560408 34.638534, 135.561151 34.63967, 135.561635 34.640897, 135.561846 34.642175, 135.561776 34.643463, 135.561427 34.644721, 135.560811 34.645907, 135.559947 34.646984, 135.558864 34.647916, 135.557596 34.648674, 135.556183 34.649234, 135.554672 34.649577, 135.55311 34.649693))",ìÏíF 800m radius,
POINT (135.550686 34.639422 0.0),ëÂç„ésóßêVíFíÜäwçZ,407.6 m from ìÏíF
POINT (135.549892 34.639799 0.0),ésóßêVíFíÜäwçZ,420.4 m from ìÏíF
POINT (135.553116 34.646828 0.0),ésóßíFíÜäwçZ,481.5 m from ìÏíF
POINT (135.510843 34.704476 0.0),êÓí¨,
"POLYGON ((135.510843 34.711671, 135.50928 34.711555, 135.507768 34.711212, 135.506354 34.710652, 135.505085 34.709894, 135.504 34.708962, 135.503136 34.707885, 135.50252 34.706699, 135.502171 34.705441, 135.5021 34.704153, 135.502311 34.702875, 135.502796 34.701648, 135.50354 34.700512, 135.504518 34.699504, 135.505699 34.698655, 135.507046 34.697994, 135.508515 34.697541, 135.510059 34.69731, 135.511627 34.69731, 135.513171 34.697541, 135.51464 34.697994, 135.515987 34.698655, 135.517168 34.699504, 135.518146 34.700512, 135.51889 34.701648, 135.519375 34.702875, 135.519586 34.704153, 135.519515 34.705441, 135.519166 34.706699, 135.51855 34.707885, 135.517686 34.708962, 135.516601 34.709894, 135.515332 34.710652, 135.513918 34.711212, 135.512406 34.711555, 135.510843 34.711671))",êÓí¨ 800m radius,
POINT (135.506838 34.703545 0.0),ëÂç„ésóßìVñûíÜäwçZ,380.5 m from êÓí¨
POINT (135.507584 34.691507 0.0),ñkïl,
"POLYGON ((135.507584 34.698702, 135.506021 34.698586, 135.504509 34.698243, 135.503096 34.697683, 135.501827 34.696925, 135.500743 34.695993, 135.499878 34.694916, 135.499262 34.69373, 135.498913 34.692472, 135.498843 34.691184, 135.499053 34.689906, 135.499538 34.688679, 135.500282 34.687543, 135.50126 34.686535, 135.502441 34.685686, 135.503788 34.685025, 135.505256 34.684572, 135.5068 34.684341, 135.508368 34.684341, 135.509912 34.684572, 135.51138 34.685025, 135.512727 34.685686, 135.513908 34.686535, 135.514886 34.687543, 135.51563 34.688679, 135.516115 34.689906, 135.516325 34.691184, 135.516255 34.692472, 135.515906 34.69373, 135.51529 34.694916, 135.514425 34.695993, 135.513341 34.696925, 135.512072 34.697683, 135.510659 34.698243, 135.509147 34.698586, 135.507584 34.698702))",ñkïl 800m radius,
POINT (135.506297 34.675318 0.0),í∑ñxã¥,
"POLYGON ((135.506297 34.682513, 135.504735 34.682397, 135.503223 34.682054, 135.50181 34.681494, 135.500541 34.680736, 135.499457 34.679804, 135.498593 34.678727, 135.497977 34.677541, 135.497628 34.676283, 135.497557 34.674995, 135.497768 34.673717, 135.498253 34.67249, 135.498996 34.671354, 135.499974 34.670346, 135.501155 34.669497, 135.502502 34.668836, 135.50397 34.668383, 135.505513 34.668152, 135.507081 34.668152, 135.508624 34.668383, 135.510092 34.668836, 135.511439 34.669497, 135.51262 34.670346, 135.513598 34.671354, 135.514341 34.67249, 135.514826 34.673717, 135.515037 34.674995, 135.514966 34.676283, 135.514617 34.677541, 135.514001 34.678727, 135.513137 34.679804, 135.512053 34.680736, 135.510784 34.681494, 135.509371 34.682054, 135.507859 34.682397, 135.506297 34.682513))",í∑ñxã¥ 800m radius,
POINT (135.508761 34.674281 0.0),ëÂç„ésóßìÏíÜäwçZ,253.1 m from í∑ñxã¥
POINT (135.512818 34.674356 0.0),ëÂç„ésóßìÏçÇìôäwçZ,605.8 m from í∑ñxã¥
POINT (135.505664 34.655598 0.0),åbî¸ê{í¨,
"POLYGON ((135.505664 34.662793, 135.504102 34.662677, 135.502591 34.662334, 135.501178 34.661774, 135.499909 34.661016, 135.498825 34.660084, 135.497962 34.659007, 135.497346 34.657821, 135.496997 34.656563, 135.496927 34.655275, 135.497137 34.653997, 135.497622 34.65277, 135.498365 34.651634, 135.499343 34.650626, 135.500523 34.649777, 135.501869 34.649116, 135.503337 34.648663, 135.50488 34.648432, 135.506448 34.648432, 135.507991 34.648663, 135.509459 34.649116, 135.510805 34.649777, 135.511985 34.650626, 135.512963 34.651634, 135.513706 34.65277, 135.514191 34.653997, 135.514401 34.655275, 135.514331 34.656563, 135.513982 34.657821, 135.513366 34.659007, 135.512503 34.660084, 135.511419 34.661016, 135.51015 34.661774, 135.508737 34.662334, 135.507226 34.662677, 135.505664 34.662793))",åbî¸ê{í¨ 800m radius,
POINT (135.50374 34.658636 0.0),ëÂç„ésóßì˙ñ{ã¥íÜäwçZ,380.9 m from åbî¸ê{í¨
POINT (135.500176 34.653306 0.0),ëÂç„ésóßñÿí√íÜäwçZ,563.0 m from åbî¸ê{í¨
POINT (135.5124 34.656365 0.0),ëÂç„êØåıäwâ@íÜäwÅEçÇìôäwçZ,622.0 m from åbî¸ê{í¨
POINT (135.498651 34.652488 0.0),ëÂç„ï{óßç°ã{çÇìôäwçZ,728.7 m from åbî¸ê{í¨
POINT (135.512364 34.66013 0.0),ëÂç„ó[ózãuäwâÄçÇìôäwçZ,793.4 m from åbî¸ê{í¨
POINT (135.496659 34.637155 0.0),ìVâ∫íÉâÆ,
"POLYGON ((135.496659 34.64435, 135.495098 34.644234, 135.493586 34.643891, 135.492174 34.643331, 135.490905 34.642573, 135.489822 34.641641, 135.488958 34.640564, 135.488342 34.639378, 135.487994 34.63812, 135.487923 34.636832, 135.488134 34.635554, 135.488619 34.634327, 135.489362 34.633191, 135.490339 34.632183, 135.49152 34.631334, 135.492865 34.630673, 135.494333 34.63022, 135.495875 34.629989, 135.497443 34.629989, 135.498985 34.63022, 135.500453 34.630673, 135.501798 34.631334, 135.502979 34.632183, 135.503956 34.633191, 135.504699 34.634327, 135.505184 34.635554, 135.505395 34.636832, 135.505324 34.63812, 135.504976 34.639378, 135.50436 34.640564, 135.503496 34.641641, 135.502413 34.642573, 135.501144 34.643331, 135.499732 34.643891, 135.49822 34.644234, 135.496659 34.64435))",ìVâ∫íÉâÆ 800m radius,
POINT (135.493669 34.638397 0.0),ëÂç„ésóßìVâ∫íÉâÆíÜäwçZ,306.4 m from ìVâ∫íÉâÆ
POINT (135.489884 34.633451 0.0),ëÂç„ésóßê¨ìÏíÜäwçZ,744.2 m from ìVâ∫íÉâÆ
POINT (135.504871 34.634957 0.0),ëÂç„ésóßèºíéíÜäwçZ,790.1 m from ìVâ∫íÉâÆ
POINT (135.47869 34.665618 0.0),ëÂê≥,
"POLYGON ((135.47869 34.672813, 135.477128 34.672697, 135.475616 34.672354, 135.474203 34.671794, 135.472934 34.671036, 135.471851 34.670104, 135.470987 34.669027, 135.470371 34.667841, 135.470022 34.666583, 135.469951 34.665295, 135.470162 34.664017, 135.470647 34.66279, 135.47139 34.661654, 135.472368 34.660646, 135.473549 34.659797, 135.474895 34.659136, 135.476363 34.658683, 135.477906 34.658452, 135.479474 34.658452, 135.481017 34.658683, 135.482485 34.659136, 135.483831 34.659797, 135.485012 34.660646, 135.48599 34.661654, 135.486733 34.66279, 135.487218 34.664017, 135.487429 34.665295, 135.487358 34.666583, 135.487009 34.667841, 135.486393 34.669027, 135.485529 34.670104, 135.484446 34.671036, 135.483177 34.671794, 135.481764 34.672354, 135.480252 34.672697, 135.47869 34.672813))",ëÂê≥ 800m radius,
POINT (135.478267 34.662195 0.0),ëÂç„ésóßëÂê≥ìåíÜäwçZ,382.5 m from ëÂê≥
POINT (135.478401 34.671479 0.0),ëÂç„ésóßêºíÜäwçZ,652.3 m from ëÂê≥
POINT (135.479492 34.671454 0.0),ÉhÅ[ÉÄëOêÁë„çË,
"POLYGON ((135.479492 34.678649, 135.47793 34.678533, 135.476418 34.67819, 135.475005 34.67763, 135.473736 34.676872, 135.472652 34.67594, 135.471788 34.674863, 135.471172 34.673677, 135.470823 34.672419, 135.470753 34.671131, 135.470964 34.669853, 135.471448 34.668626, 135.472192 34.66749, 135.473169 34.666482, 135.47435 34.665633, 135.475697 34.664972, 135.477165 34.664519, 135.478708 34.664288, 135.480276 34.664288, 135.481819 34.664519, 135.483287 34.664972, 135.484634 34.665633, 135.485815 34.666482, 135.486792 34.66749, 135.487536 34.668626, 135.48802 34.669853, 135.488231 34.671131, 135.488161 34.672419, 135.487812 34.673677, 135.487196 34.674863, 135.486332 34.67594, 135.485248 34.676872, 135.483979 34.67763, 135.482566 34.67819, 135.481054 34.678533, 135.479492 34.678649))",ÉhÅ[ÉÄëOêÁë„çË 800m radius,
POINT (135.478401 34.671479 0.0),ëÂç„ésóßêºíÜäwçZ,99.8 m from ÉhÅ[ÉÄëOêÁë„çË
POINT (135.484335 34.674274 0.0),ëÂç„ésóßñxç]íÜäwçZ,542.7 m from ÉhÅ[ÉÄëOêÁë„çË
POINT (135.48506 34.673631 0.0),ëÂç„ésóßñxç]íÜäwçZ,563.8 m from ÉhÅ[ÉÄëOêÁë„çË
POINT (135.494473 34.675493 0.0),êºëÂã¥,
"POLYGON ((135.494473 34.682688, 135.492911 34.682572, 135.491399 34.682229, 135.489986 34.681669, 135.488717 34.680911, 135.487633 34.679979, 135.486769 34.678902, 135.486153 34.677716, 135.485804 34.676458, 135.485733 34.67517, 135.485944 34.673892, 135.486429 34.672665, 135.487172 34.671529, 135.48815 34.670521, 135.489331 34.669672, 135.490678 34.669011, 135.492146 34.668558, 135.493689 34.668327, 135.495257 34.668327, 135.4968 34.668558, 135.498268 34.669011, 135.499615 34.669672, 135.500796 34.670521, 135.501774 34.671529, 135.502517 34.672665, 135.503002 34.673892, 135.503213 34.67517, 135.503142 34.676458, 135.502793 34.677716, 135.502177 34.678902, 135.501313 34.679979, 135.500229 34.680911, 135.49896 34.681669, 135.497547 34.682229, 135.496035 34.682572, 135.494473 34.682688))",êºëÂã¥ 800m radius,
POINT (135.489689 34.67049 0.0),ëÂç„ésóßñxç]íÜäwçZ,707.8 m from êºëÂã¥
POINT (135.512219 34.675417 0.0),èºâÆí¨,
"POLYGON ((135.512219 34.682612, 135.510657 34.682496, 135.509145 34.682153, 135.507732 34.681593, 135.506463 34.680835, 135.505379 34.679903, 135.504515 34.678826, 135.503899 34.67764, 135.50355 34.676382, 135.503479 34.675094, 135.50369 34.673816, 135.504175 34.672589, 135.504918 34.671453, 135.505896 34.670445, 135.507077 34.669596, 135.508424 34.668935, 135.509892 34.668482, 135.511435 34.668251, 135.513003 34.668251, 135.514546 34.668482, 135.516014 34.668935, 135.517361 34.669596, 135.518542 34.670445, 135.51952 34.671453, 135.520263 34.672589, 135.520748 34.673816, 135.520959 34.675094, 135.520888 34.676382, 135.520539 34.67764, 135.519923 34.678826, 135.519059 34.679903, 135.517975 34.680835, 135.516706 34.681593, 135.515293 34.682153, 135.513781 34.682496, 135.512219 34.682612))",èºâÆí¨ 800m radius,
POINT (135.512818 34.674356 0.0),ëÂç„ésóßìÏçÇìôäwçZ,130.1 m from èºâÆí¨
POINT (135.508761 34.674281 0.0),ëÂç„ésóßìÏíÜäwçZ,340.5 m from èºâÆí¨
POINT (135.519024 34.672394 0.0),ëÂç„ésóßè„í¨íÜäwçZ,707.3 m from èºâÆí¨
POINT (135.532858 34.673204 0.0),ã ë¢,
"POLYGON ((135.532858 34.680399, 135.531296 34.680283, 135.529784 34.67994, 135.528371 34.67938, 135.527102 34.678622, 135.526018 34.67769, 135.525154 34.676613, 135.524538 34.675427, 135.524189 34.674169, 135.524119 34.672881, 135.524329 34.671603, 135.524814 34.670376, 135.525557 34.66924, 135.526535 34.668232, 135.527716 34.667383, 135.529063 34.666722, 135.530531 34.666269, 135.532074 34.666038, 135.533642 34.666038, 135.535185 34.666269, 135.536653 34.666722, 135.538 34.667383, 135.539181 34.668232, 135.540159 34.66924, 135.540902 34.670376, 135.541387 34.671603, 135.541597 34.672881, 135.541527 34.674169, 135.541178 34.675427, 135.540562 34.676613, 135.539698 34.67769, 135.538614 34.678622, 135.537345 34.67938, 135.535932 34.67994, 135.53442 34.680283, 135.532858 34.680399))",ã ë¢ 800m radius,
POINT (135.538068 34.671215 0.0),ëÂç„ésóßã í√íÜäwçZ,525.2 m from ã ë¢
POINT (135.526086 34.671856 0.0),ñæêØíÜäwçZ,637.2 m from ã ë¢
POINT (135.527511 34.677339 0.0),ëÂç„èóäwâ@íÜäwçZ,671.2 m from ã ë¢
POINT (135.52548 34.672709 0.0),ñæêØçÇìôäwçZ,677.0 m from ã ë¢
POINT (135.527192 34.677365 0.0),ëÂç„èóäwâ@çÇìôäwçZ,694.7 m from ã ë¢
POINT (135.528658 34.678736 0.0),èÈêØäwâÄíÜäwçZ,725.2 m from ã ë¢
POINT (135.528081 34.678496 0.0),èÈêØäwâÄçÇìôäwçZ,732.9 m from ã ë¢
POINT (135.529477 34.692412 0.0),ëÂç„ÉrÉWÉlÉXÉpÅ[ÉN,
"POLYGON ((135.529477 34.699607, 135.527914 34.699491, 135.526402 34.699148, 135.524989 34.698588, 135.52372 34.69783, 135.522635 34.696898, 135.521771 34.695821, 135.521155 34.694635, 135.520806 34.693377, 135.520736 34.692089, 135.520946 34.690811, 135.521431 34.689584, 135.522175 34.688448, 135.523153 34.68744, 135.524334 34.686591, 135.525681 34.68593, 135.527149 34.685477, 135.528693 34.685246, 135.530261 34.685246, 135.531805 34.685477, 135.533273 34.68593, 135.53462 34.686591, 135.535801 34.68744, 135.536779 34.688448, 135.537523 34.689584, 135.538008 34.690811, 135.538218 34.692089, 135.538148 34.693377, 135.537799 34.694635, 135.537183 34.695821, 135.536319 34.696898, 135.535234 34.69783, 135.533965 34.698588, 135.532552 34.699148, 135.53104 34.699491, 135.529477 34.699607))",ëÂç„ÉrÉWÉlÉXÉpÅ[ÉN 800m radius,
POINT (135.528497 34.699283 0.0),ëÂç„ésóßìåçÇìôäwçZ,769.2 m from ëÂç„ÉrÉWÉlÉXÉpÅ[ÉN
POINT (135.521348 34.689847 0.0),í«éËñÂäwâ@ëÂéËëOçÇìôäwçZ,796.1 m from ëÂç„ÉrÉWÉlÉXÉpÅ[ÉN
POINT (135.532163 34.696983 0.0),ãûã¥,
"POLYGON ((135.532163 34.704178, 135.5306 34.704062, 135.529088 34.703719, 135.527674 34.703159, 135.526405 34.702401, 135.525321 34.701469, 135.524457 34.700392, 135.52384 34.699206, 135.523491 34.697948, 135.523421 34.69666, 135.523632 34.695382, 135.524117 34.694155, 135.52486 34.693019, 135.525838 34.692011, 135.52702 34.691162, 135.528367 34.690501, 135.529835 34.690048, 135.531379 34.689817, 135.532947 34.689817, 135.534491 34.690048, 135.535959 34.690501, 135.537306 34.691162, 135.538488 34.692011, 135.539466 34.693019, 135.540209 34.694155, 135.540694 34.695382, 135.540905 34.69666, 135.540835 34.697948, 135.540486 34.699206, 135.539869 34.700392, 135.539005 34.701469, 135.537921 34.702401, 135.536652 34.703159, 135.535238 34.703719, 135.533726 34.704062, 135.532163 34.704178))",ãûã¥ 800m radius,
POINT (135.528497 34.699283 0.0),ëÂç„ésóßìåçÇìôäwçZ,421.5 m from ãûã¥
POINT (135.536403 34.701557 0.0),ëÂç„ésóßç˜ã{íÜäwçZ,639.5 m from ãûã¥
POINT (135.538166 34.701138 0.0),äJñæíÜäwçZÅEçÇìôäwçZ,717.4 m from ãûã¥
POINT (135.548478 34.700558 0.0),äóê∂élíöñ⁄,
"POLYGON ((135.548478 34.707753, 135.546915 34.707637, 135.545403 34.707294, 135.543989 34.706734, 135.54272 34.705976, 135.541636 34.705044, 135.540772 34.703967, 135.540155 34.702781, 135.539806 34.701523, 135.539736 34.700235, 135.539947 34.698957, 135.540431 34.69773, 135.541175 34.696594, 135.542153 34.695586, 135.543335 34.694737, 135.544681 34.694076, 135.54615 34.693623, 135.547694 34.693392, 135.549262 34.693392, 135.550806 34.693623, 135.552275 34.694076, 135.553621 34.694737, 135.554803 34.695586, 135.555781 34.696594, 135.556525 34.69773, 135.557009 34.698957, 135.55722 34.700235, 135.55715 34.701523, 135.556801 34.702781, 135.556184 34.703967, 135.55532 34.705044, 135.554236 34.705976, 135.552967 34.706734, 135.551553 34.707294, 135.550041 34.707637, 135.548478 34.707753))",äóê∂élíöñ⁄ 800m radius,
POINT (135.553199 34.701808 0.0),ésóßÈŒç]íÜäwçZ,453.4 m from äóê∂élíöñ⁄
POINT (135.544906 34.705018 0.0),ëÂç„ésóßäóê∂íÜäwçZ,593.8 m from äóê∂élíöñ⁄
POINT (135.545146 34.692686 0.0),é∞ñÏ,
"POLYGON ((135.545146 34.699881, 135.543583 34.699765, 135.542071 34.699422, 135.540658 34.698862, 135.539389 34.698104, 135.538304 34.697172, 135.53744 34.696095, 135.536824 34.694909, 135.536475 34.693651, 135.536405 34.692363, 135.536615 34.691085, 135.5371 34.689858, 135.537844 34.688722, 135.538822 34.687714, 135.540003 34.686865, 135.54135 34.686204, 135.542818 34.685751, 135.544362 34.68552, 135.54593 34.68552, 135.547474 34.685751, 135.548942 34.686204, 135.550289 34.686865, 135.55147 34.687714, 135.552448 34.688722, 135.553192 34.689858, 135.553677 34.691085, 135.553887 34.692363, 135.553817 34.693651, 135.553468 34.694909, 135.552852 34.696095, 135.551988 34.697172, 135.550903 34.698104, 135.549634 34.698862, 135.548221 34.699422, 135.546709 34.699765, 135.545146 34.699881))",é∞ñÏ 800m radius,
POINT (135.542187 34.694898 0.0),ëÂç„ésóßèÈózíÜäwçZ,365.7 m from é∞ñÏ
POINT (135.559892 34.701973 0.0),ç°ïüíﬂå©,
"POLYGON ((135.559892 34.709168, 135.558329 34.709052, 135.556817 34.708709, 135.555403 34.708149, 135.554134 34.707391, 135.55305 34.706459, 135.552185 34.705382, 135.551569 34.704196, 135.55122 34.702938, 135.55115 34.70165, 135.55136 34.700372, 135.551845 34.699145, 135.552589 34.698009, 135.553567 34.697001, 135.554749 34.696152, 135.556095 34.695491, 135.557564 34.695038, 135.559108 34.694807, 135.560676 34.694807, 135.56222 34.695038, 135.563689 34.695491, 135.565035 34.696152, 135.566217 34.697001, 135.567195 34.698009, 135.567939 34.699145, 135.568424 34.700372, 135.568634 34.70165, 135.568564 34.702938, 135.568215 34.704196, 135.567599 34.705382, 135.566734 34.706459, 135.56565 34.707391, 135.564381 34.708149, 135.562967 34.708709, 135.561455 34.709052, 135.559892 34.709168))",ç°ïüíﬂå© 800m radius,
POINT (135.558255 34.70671 0.0),ëÂç„ésóß‰øíÜäwçZ,547.6 m from ç°ïüíﬂå©
POINT (135.553199 34.701808 0.0),ésóßÈŒç]íÜäwçZ,612.1 m from ç°ïüíﬂå©
POINT (135.559783 34.708505 0.0),ëÂç„éYã∆ëÂäwïçëÆíÜäwçZ,726.4 m from ç°ïüíﬂå©
POINT (135.558879 34.708809 0.0),ëÂç„éYã∆ëÂäwïçëÆçÇìôäwçZ,765.7 m from ç°ïüíﬂå©
POINT (135.573412 34.703634 0.0),â°íÁ,
